Name;Type;RA;Declinaison;Const;Hubble
NGC3667;G;11:24:17.02;-13:51:26.3;Crt;Sab
NGC3667A;G;11:24:21.49;-13:51:20.9;Crt;Sb
NGC3668;G;11:25:30.44;+63:26:46.8;UMa;SBbc
NGC3669;G;11:25:26.76;+57:43:16.5;UMa;Scd
NGC3670;G;11:24:49.66;+23:56:42.8;Leo;S0-a
NGC3671;G;11:25:52.55;+60:28:46.5;UMa;E-S0
NGC3672;G;11:25:02.47;-09:47:43.4;Crt;Sc
NGC3673;G;11:25:12.85;-26:44:12.2;Hya;Sb
NGC3674;G;11:26:26.61;+57:02:54.2;UMa;S0
NGC3675;G;11:26:08.58;+43:35:09.3;UMa;Sb
NGC3676;G;11:25:37.50;-11:08:22.8;Crt;E-S0
NGC3677;G;11:26:17.76;+46:58:26.8;UMa;S0-a
NGC3678;G;11:26:15.76;+27:52:01.7;Leo;Sbc
NGC3679;G;11:21:48.06;-05:45:27.7;Leo;E
NGC3680;OCl;11:25:37.08;-43:15:00.4;Cen;
NGC3681;G;11:26:29.80;+16:51:47.5;Leo;Sbc
NGC3682;G;11:27:41.20;+66:35:23.4;Dra;S0-a
NGC3683;G;11:27:31.85;+56:52:37.4;UMa;SBc
NGC3683A;G;11:29:11.76;+57:07:56.4;UMa;Sc
NGC3684;G;11:27:11.20;+17:01:48.6;Leo;Sbc
NGC3685;G;11:28:16.22;+04:19:38.2;Leo;E
NGC3686;G;11:27:43.97;+17:13:27.1;Leo;SBbc
NGC3687;G;11:28:00.61;+29:30:39.8;UMa;Sbc
NGC3688;G;11:27:44.45;-09:09:56.2;Crt;SBb
NGC3689;G;11:28:11.03;+25:39:40.2;Leo;SABc
NGC3690;GPair;11:28:32.30;+58:33:43.0;UMa;
NGC3690A;G;11:28:31.02;+58:33:40.7;UMa;Sm
NGC3690B;G;11:28:33.63;+58:33:46.6;UMa;SBm
NGC3691;G;11:28:09.41;+16:55:13.7;Leo;SBb
NGC3692;G;11:28:24.01;+09:24:27.5;Leo;Sb
NGC3693;G;11:28:11.57;-13:11:41.5;Crt;Sb
NGC3694;G;11:28:54.13;+35:24:50.4;UMa;E
NGC3695;G;11:29:17.09;+35:34:32.6;UMa;SBbc
NGC3696;G;11:28:43.89;-11:16:58.2;Crt;SABc
NGC3697;G;11:28:50.38;+20:47:42.1;Leo;Sb
NGC3698;Dup;11:29:17.09;+35:34:32.6;UMa;
NGC3699;PN;11:27:57.15;-59:57:29.0;Cen;
NGC3700;G;11:29:38.61;+35:30:52.7;UMa;Sab
NGC3701;G;11:29:28.92;+24:05:36.4;Leo;Sbc
NGC3702;G;11:30:13.48;-08:51:46.5;Crt;SABa
NGC3703;G;11:29:09.36;-08:26:47.2;Crt;S0
NGC3704;G;11:30:04.65;-11:32:46.8;Crt;E
NGC3705;G;11:30:07.46;+09:16:35.9;Leo;SABa
NGC3705A;G;11:30:29.72;+09:23:16.6;Leo;Sc
NGC3705B;G;11:29:43.70;+09:12:20.9;Leo;SBbc
NGC3706;G;11:29:44.43;-36:23:28.7;Cen;E-S0
NGC3707;G;11:30:11.56;-11:32:36.6;Crt;E
NGC3708;Other;11:30:39.28;-03:13:21.3;Leo;
NGC3709;Other;11:30:39.27;-03:15:21.3;Leo;
NGC3710;G;11:31:06.94;+22:46:05.0;Leo;E
NGC3711;G;11:29:25.52;-11:04:44.7;Crt;SABb
NGC3712;G;11:31:09.15;+28:34:04.6;UMa;SBd
NGC3713;G;11:31:42.02;+28:09:12.9;Leo;E-S0
NGC3714;G;11:31:53.61;+28:21:30.5;UMa;S0
NGC3715;G;11:31:32.34;-14:13:52.9;Crt;SBbc
NGC3716;G;11:31:41.13;+03:29:16.8;Leo;S0
NGC3717;G;11:31:31.99;-30:18:27.9;Hya;Sb
NGC3718;G;11:32:34.85;+53:04:04.5;UMa;Sa
NGC3719;G;11:32:13.46;+00:49:09.4;Leo;Sbc
NGC3720;G;11:32:21.60;+00:48:14.4;Leo;Sab
NGC3721;G;11:34:07.82;-09:28:01.7;Crt;S0-a
NGC3722;G;11:34:23.31;-09:40:48.2;Crt;E
NGC3723;G;11:32:30.55;-09:58:10.3;Crt;E-S0
NGC3724;G;11:34:28.68;-09:39:36.7;Crt;S0-a
NGC3725;G;11:33:40.53;+61:53:16.8;UMa;SBc
NGC3726;G;11:33:21.12;+47:01:45.1;UMa;Sc
NGC3727;G;11:33:40.93;-13:52:44.0;Crt;S0
NGC3728;G;11:33:15.78;+24:26:48.8;Leo;Sb
NGC3729;G;11:33:49.32;+53:07:32.0;UMa;Sa
NGC3730;G;11:34:16.88;-09:34:34.0;Crt;S0
NGC3731;G;11:34:11.68;+12:30:44.3;Leo;E
NGC3732;G;11:34:13.94;-09:50:44.4;Crt;S0-a
NGC3733;G;11:35:01.60;+54:51:01.8;UMa;SABc
NGC3734;G;11:34:40.68;-14:04:54.6;Crt;SABb
NGC3735;G;11:35:57.30;+70:32:08.1;Dra;Sc
NGC3736;G;11:35:41.73;+73:27:06.6;Dra;Sbc
NGC3737;G;11:35:36.38;+54:56:54.8;UMa;S0
NGC3738;G;11:35:48.79;+54:31:26.0;UMa;I
NGC3739;G;11:35:37.60;+25:05:19.1;Leo;SBbc
NGC3740;G;11:36:12.28;+59:58:35.4;UMa;Sb
NGC3741;G;11:36:06.18;+45:17:01.1;UMa;I
NGC3742;G;11:35:32.51;-37:57:23.0;Cen;Sab
NGC3743;G;11:35:57.36;+21:43:21.4;Leo;E
NGC3744;G;11:35:57.87;+23:00:41.6;Leo;Sa
NGC3745;G;11:37:44.43;+22:01:16.6;Leo;E-S0
NGC3746;G;11:37:43.62;+22:00:35.4;Leo;Sab
NGC3747;G;11:32:31.06;+74:22:42.2;Dra;
NGC3748;G;11:37:49.06;+22:01:34.1;Leo;S0
NGC3749;G;11:35:53.21;-37:59:50.5;Cen;Sa
NGC3750;G;11:37:51.64;+21:58:27.3;Leo;E-S0
NGC3751;G;11:37:53.86;+21:56:11.3;Leo;E-S0
NGC3752;G;11:32:32.21;+74:37:39.1;Dra;SABa
NGC3753;G;11:37:53.90;+21:58:53.0;Leo;SBab
NGC3754;G;11:37:54.92;+21:59:07.8;Leo;SBb
NGC3755;G;11:36:33.37;+36:24:37.2;UMa;Sc
NGC3756;G;11:36:48.02;+54:17:36.8;UMa;SABb
NGC3757;G;11:37:02.86;+58:24:55.9;UMa;S0
NGC3758;G;11:36:29.10;+21:35:46.0;Leo;Sb
NGC3759;G;11:36:54.09;+54:49:23.9;UMa;S0
NGC3759A;G;11:36:58.03;+55:09:43.4;UMa;Sbc
NGC3760;Dup;10:36:56.04;+21:52:55.7;Leo;
NGC3761;G;11:36:44.12;+22:59:31.3;Leo;E
NGC3762;G;11:37:23.83;+61:45:33.7;UMa;SBa
NGC3763;G;11:36:30.19;-09:50:48.1;Crt;SABc
NGC3764;GPair;11:36:54.10;+17:53:22.0;Leo;
NGC3764 NED01;G;11:36:54.62;+17:53:19.0;Leo;Sc
NGC3764 NED02;G;11:36:53.66;+17:53:25.6;Leo;Sd
NGC3765;G;11:37:04.18;+24:05:46.5;Leo;SBbc
NGC3766;OCl;11:36:14.39;-61:36:18.6;Cen;
NGC3767;G;11:37:15.56;+16:52:37.8;Leo;S0
NGC3768;G;11:37:14.48;+17:50:23.6;Leo;S0
NGC3769;G;11:37:44.11;+47:53:35.1;UMa;Sb
NGC3769A;G;11:37:51.36;+47:52:52.8;UMa;SBm
NGC3770;G;11:37:58.74;+59:37:00.9;UMa;SBa
NGC3771;G;11:39:06.00;-09:20:53.5;Crt;E
NGC3772;G;11:37:48.48;+22:41:28.6;Leo;Sa
NGC3773;G;11:38:12.88;+12:06:43.4;Leo;S0
NGC3774;G;11:38:30.26;-08:58:34.1;Crt;Sb
NGC3775;G;11:38:26.70;-10:38:19.6;Crt;S0-a
NGC3776;G;11:38:17.98;-03:21:15.8;Vir;Sb
NGC3777;G;11:36:06.85;-12:34:08.7;Crt;SABa
NGC3778;G;11:38:21.41;-50:42:55.3;Cen;E-S0
NGC3779;G;11:38:51.05;-10:35:01.5;Crt;SBcd
NGC3780;G;11:39:22.36;+56:16:14.4;UMa;Sc
NGC3781;G;11:39:03.76;+26:21:42.3;Leo;S0
NGC3782;G;11:39:20.76;+46:30:49.8;UMa;Scd
NGC3783;G;11:39:01.76;-37:44:19.2;Cen;SBa
NGC3784;G;11:39:29.80;+26:18:32.9;Leo;SABa
NGC3785;G;11:39:32.89;+26:18:08.2;Leo;S0
NGC3786;G;11:39:42.55;+31:54:33.4;UMa;SABa
NGC3787;G;11:39:37.95;+20:27:16.9;Leo;S0
NGC3788;G;11:39:44.65;+31:55:52.3;UMa;Sab
NGC3789;G;11:38:09.06;-09:36:25.7;Crt;S0-a
NGC3790;G;11:39:47.26;+17:42:44.1;Leo;S0-a
NGC3791;G;11:39:41.70;-09:22:02.1;Crt;S0
NGC3792;**;11:39:38.53;+05:05:58.2;Vir;
NGC3793;*;11:40:01.99;+31:52:39.8;UMa;
NGC3794;G;11:40:53.42;+56:12:07.3;UMa;SABc
NGC3795;G;11:40:06.67;+58:36:47.1;UMa;Sbc
NGC3795A;G;11:39:21.31;+58:16:07.3;UMa;SABc
NGC3796;G;11:40:31.12;+60:17:56.1;UMa;E-S0
NGC3797;*;11:40:13.31;+31:54:23.6;UMa;
NGC3798;G;11:40:13.94;+24:41:49.4;Leo;S0
NGC3799;G;11:40:09.38;+15:19:38.3;Leo;SBb
NGC3800;G;11:40:13.51;+15:20:32.5;Leo;SABb
NGC3801;G;11:40:16.94;+17:43:41.0;Leo;S0
NGC3802;G;11:40:18.78;+17:45:55.2;Leo;Sb
NGC3803;G;11:40:17.25;+17:48:04.5;Leo;SBcd
NGC3804;Dup;11:40:53.42;+56:12:07.3;UMa;
NGC3805;G;11:40:41.68;+20:20:34.6;Leo;E-S0
NGC3806;G;11:40:46.63;+17:47:46.6;Leo;Sb
NGC3807;*;11:41:54.68;+17:49:08.1;Leo;
NGC3808;GPair;11:40:44.40;+22:26:16.0;Leo;
NGC3808A;G;11:40:44.24;+22:25:45.7;Leo;SABc
NGC3808B;G;11:40:44.64;+22:26:49.0;Leo;SBc
NGC3809;G;11:41:16.06;+59:53:08.8;UMa;S0
NGC3810;G;11:40:58.76;+11:28:16.1;Leo;Sc
NGC3811;G;11:41:16.63;+47:41:26.9;UMa;SBc
NGC3812;G;11:41:07.71;+24:49:18.1;Leo;E
NGC3813;G;11:41:18.66;+36:32:48.5;UMa;Sb
NGC3814;G;11:41:27.68;+24:48:19.5;Leo;
NGC3815;G;11:41:39.29;+24:48:01.8;Leo;Sab
NGC3816;G;11:41:48.04;+20:06:13.1;Leo;S0
NGC3817;G;11:41:52.95;+10:18:15.8;Vir;S0-a
NGC3818;G;11:41:57.36;-06:09:20.4;Vir;E
NGC3819;G;11:42:05.86;+10:21:04.1;Leo;E
NGC3820;G;11:42:04.91;+10:23:03.3;Leo;Sbc
NGC3821;G;11:42:09.11;+20:18:56.4;Leo;S0-a
NGC3822;G;11:42:11.11;+10:16:40.0;Vir;S0-a
NGC3823;G;11:42:15.10;-13:52:01.0;Crt;E
NGC3824;G;11:42:44.86;+52:46:46.5;UMa;SBa
NGC3825;G;11:42:23.73;+10:15:50.9;Vir;Sa
NGC3826;G;11:42:32.85;+26:29:20.0;Leo;E
NGC3827;G;11:42:36.27;+18:50:43.6;Leo;Sd
NGC3828;G;11:42:58.42;+16:29:15.4;Leo;E
NGC3829;G;11:43:27.28;+52:42:40.1;UMa;Sb
NGC3830;Dup;11:42:32.85;+26:29:20.0;Leo;
NGC3831;G;11:43:18.60;-12:52:42.1;Crt;S0-a
NGC3832;G;11:43:31.44;+22:43:31.6;Leo;Sc
NGC3833;G;11:43:28.98;+10:09:42.7;Vir;Sc
NGC3834;G;11:43:37.73;+19:05:25.7;Leo;E-S0
NGC3835;G;11:44:04.90;+60:07:11.2;UMa;Sab
NGC3835A;G;11:47:22.90;+60:18:01.6;UMa;E?
NGC3836;GPair;11:43:29.80;-16:47:44.0;Crt;
NGC3836 NED01;G;11:43:29.51;-16:47:39.3;Crt;
NGC3836 NED02;G;11:43:29.84;-16:47:47.3;Crt;Sc
NGC3837;G;11:43:56.43;+19:53:40.5;Leo;E
NGC3838;G;11:44:13.76;+57:56:53.6;UMa;S0-a
NGC3839;G;11:43:54.33;+10:47:04.9;Leo;Scd
NGC3840;G;11:43:58.96;+20:04:37.3;Leo;Sa
NGC3841;G;11:44:02.15;+19:58:18.8;Leo;E-S0
NGC3842;G;11:44:02.15;+19:56:59.3;Leo;E
NGC3843;G;11:43:54.63;+07:55:32.5;Vir;S0-a
NGC3844;G;11:44:00.79;+20:01:45.6;Leo;S0-a
NGC3845;G;11:44:05.47;+19:59:46.0;Leo;S0-a
NGC3846;G;11:44:29.08;+55:39:08.1;UMa;SBbc
NGC3846A;G;11:44:14.82;+55:02:05.9;UMa;IB
NGC3847;G;11:44:13.97;+33:30:52.3;UMa;E
NGC3848;Dup;11:42:11.11;+10:16:40.0;Vir;
NGC3849;G;11:45:35.25;+03:13:54.6;Vir;S0-a
NGC3850;G;11:45:35.56;+55:53:12.8;UMa;Sc
NGC3851;G;11:44:20.42;+19:58:51.1;Leo;E-S0
NGC3852;Dup;11:42:23.73;+10:15:50.9;Vir;
NGC3853;G;11:44:28.33;+16:33:29.2;Leo;E
NGC3854;G;11:44:52.05;-09:13:59.8;Crt;SABb
NGC3855;G;11:44:25.78;+33:21:18.3;UMa;Sb
NGC3856;Dup;11:44:13.97;+33:30:52.3;UMa;
NGC3857;G;11:44:50.15;+19:31:58.3;Leo;S0-a
NGC3858;G;11:45:11.68;-09:18:50.3;Crt;SBa
NGC3859;G;11:44:52.24;+19:27:15.1;Leo;Sm
NGC3860;G;11:44:49.16;+19:47:42.1;Leo;Sab
NGC3861;G;11:45:03.88;+19:58:25.3;Leo;Sb
NGC3862;G;11:45:05.01;+19:36:22.7;Leo;E
NGC3863;G;11:45:05.52;+08:28:10.2;Vir;SBbc
NGC3864;G;11:45:15.68;+19:23:31.6;Leo;Sab
NGC3865;Dup;11:44:52.05;-09:13:59.8;Crt;
NGC3866;Dup;11:45:11.68;-09:18:50.3;Crt;
NGC3867;G;11:45:29.62;+19:24:00.6;Leo;Sab
NGC3868;G;11:45:29.94;+19:26:40.9;Leo;S0-a
NGC3869;G;11:45:45.56;+10:49:28.6;Leo;Sa
NGC3870;G;11:45:56.60;+50:11:59.1;UMa;S0-a
NGC3871;G;11:46:10.14;+33:06:31.5;UMa;Sb
NGC3872;G;11:45:49.06;+13:46:00.1;Leo;E
NGC3873;G;11:45:46.10;+19:46:26.2;Leo;E
NGC3874;**;11:45:37.75;+08:34:26.1;Vir;
NGC3875;G;11:45:49.45;+19:46:02.7;Leo;S0-a
NGC3876;G;11:45:26.67;+09:09:38.6;Vir;Sab
NGC3877;G;11:46:07.70;+47:29:39.6;UMa;Sc
NGC3878;G;11:46:17.78;+33:12:16.1;UMa;E
NGC3879;G;11:46:49.42;+69:23:01.3;Dra;Sd
NGC3880;G;11:46:22.23;+33:09:42.4;UMa;E
NGC3881;G;11:46:34.41;+33:06:23.1;UMa;E-S0
NGC3882;G;11:46:06.55;-56:23:17.3;Cen;SBbc
NGC3883;G;11:46:47.18;+20:40:31.5;Leo;Sb
NGC3884;G;11:46:12.18;+20:23:29.9;Leo;Sa
NGC3885;G;11:46:46.49;-27:55:19.8;Hya;S0-a
NGC3886;G;11:47:05.60;+19:50:13.9;Leo;E-S0
NGC3887;G;11:47:04.57;-16:51:16.6;Crt;Sbc
NGC3888;G;11:47:34.37;+55:58:02.0;UMa;SABc
NGC3889;G;11:47:48.13;+56:01:06.0;UMa;E-S0
NGC3890;G;11:49:19.85;+74:18:07.9;Dra;Sab
NGC3891;G;11:48:03.36;+30:21:33.6;UMa;Sbc
NGC3892;G;11:48:00.99;-10:57:43.4;Crt;S0-a
NGC3893;G;11:48:38.19;+48:42:39.0;UMa;SABc
NGC3894;G;11:48:50.36;+59:24:56.4;UMa;E
NGC3895;G;11:49:04.03;+59:25:57.6;UMa;SBa
NGC3896;G;11:48:56.39;+48:40:28.8;UMa;SBa
NGC3897;G;11:48:59.46;+35:00:57.8;UMa;SBbc
NGC3898;G;11:49:15.37;+56:05:03.7;UMa;Sab
NGC3899;G;11:50:04.45;+26:28:45.3;Leo;Sb
NGC3900;G;11:49:09.46;+27:01:19.3;Leo;S0-a
NGC3901;G;11:42:49.72;+77:22:21.7;Cam;Sc
NGC3902;G;11:49:18.76;+26:07:17.8;Leo;SABb
NGC3903;G;11:49:03.54;-37:31:01.6;Cen;SABc
NGC3904;G;11:49:13.22;-29:16:36.3;Hya;E
NGC3905;G;11:49:04.91;-09:43:47.4;Crt;Sc
NGC3906;G;11:49:40.50;+48:25:33.5;UMa;SBcd
NGC3907;G;11:49:30.14;-01:05:11.5;Vir;E-S0
NGC3907B;G;11:49:23.54;-01:05:01.6;Vir;SBb
NGC3908;G;11:49:52.68;+12:11:09.3;Leo;E
NGC3909;OCl;11:50:08.14;-48:14:17.3;Cen;
NGC3910;G;11:49:59.31;+21:20:01.1;Leo;E-S0
NGC3911;G;11:49:22.09;+24:56:18.5;Leo;SABb
NGC3912;Dup;11:50:04.45;+26:28:45.3;Leo;
NGC3913;G;11:50:38.94;+55:21:13.9;UMa;Scd
NGC3914;G;11:50:32.65;+06:34:03.3;Vir;SBb
NGC3915;G;11:49:24.53;-05:07:06.4;Vir;S0-a
NGC3916;G;11:50:51.05;+55:08:37.1;UMa;Sb
NGC3917;G;11:50:45.43;+51:49:28.8;UMa;Sc
NGC3918;PN;11:50:17.95;-57:10:56.4;Cen;
NGC3919;G;11:50:41.53;+20:00:54.7;Leo;E
NGC3920;G;11:50:05.93;+24:55:12.0;Leo;Sbc
NGC3921;G;11:51:06.87;+55:04:43.5;UMa;S0-a
NGC3922;G;11:51:13.43;+50:09:24.8;UMa;S0-a
NGC3923;G;11:51:01.69;-28:48:21.7;Hya;E
NGC3924;Dup;11:51:13.43;+50:09:24.8;UMa;
NGC3925;G;11:51:20.97;+21:53:20.9;Leo;SABa
NGC3926;GPair;11:51:27.40;+22:01:37.0;Leo;
NGC3926A;G;11:51:26.56;+22:01:40.7;Leo;E-S0
NGC3926B;G;11:51:28.23;+22:01:33.5;Leo;E
NGC3927;Dup;11:31:42.02;+28:09:12.9;Leo;
NGC3928;G;11:51:47.62;+48:40:59.3;UMa;E
NGC3929;G;11:51:42.53;+21:00:09.8;Leo;S0
NGC3930;G;11:51:46.01;+38:00:54.4;UMa;Sc
NGC3931;G;11:51:13.45;+52:00:03.1;UMa;E-S0
NGC3932;*;11:52:10.84;+48:37:13.4;UMa;
NGC3933;G;11:52:02.05;+16:48:34.9;Leo;SBab
NGC3934;G;11:52:12.56;+16:51:05.2;Leo;Sab
NGC3935;G;11:52:24.07;+32:24:13.7;UMa;Sab
NGC3936;G;11:52:20.59;-26:54:21.2;Hya;SBbc
NGC3937;G;11:52:42.62;+20:37:52.7;Leo;E-S0
NGC3938;G;11:52:49.45;+44:07:14.6;UMa;Sc
NGC3939;Dup;11:49:19.85;+74:18:07.9;Dra;
NGC3940;G;11:52:46.45;+20:59:21.4;Leo;E
NGC3941;G;11:52:55.36;+36:59:10.8;UMa;S0
NGC3942;G;11:51:30.14;-11:25:29.0;Crt;SABc
NGC3943;G;11:52:56.57;+20:28:44.8;Leo;SBab
NGC3944;G;11:53:05.08;+26:12:25.0;Leo;E-S0
NGC3945;G;11:53:13.73;+60:40:32.0;UMa;S0-a
NGC3946;G;11:53:20.63;+21:01:17.5;Leo;S0-a
NGC3947;G;11:53:20.32;+20:45:06.2;Leo;Sb
NGC3948;*;11:53:36.65;+20:57:02.8;Leo;
NGC3949;G;11:53:41.72;+47:51:31.3;UMa;Sbc
NGC3950;G;11:53:41.41;+47:53:04.5;UMa;E
NGC3951;G;11:53:41.25;+23:22:56.0;Leo;Sab
NGC3952;G;11:53:40.63;-03:59:47.5;Vir;SBm
NGC3953;G;11:53:48.92;+52:19:36.4;UMa;Sbc
NGC3954;G;11:53:41.68;+20:52:57.0;Leo;E
NGC3955;G;11:53:57.15;-23:09:51.0;Crt;S0-a
NGC3956;G;11:54:00.69;-20:34:02.4;Crt;SBc
NGC3957;G;11:54:01.51;-19:34:08.0;Crt;S0-a
NGC3958;G;11:54:33.68;+58:22:01.3;UMa;Sa
NGC3959;G;11:54:37.65;-07:45:23.4;Crt;Sa
NGC3960;OCl;11:50:33.21;-55:40:11.4;Cen;
NGC3961;G;11:54:57.64;+69:19:48.4;Dra;SBa
NGC3962;G;11:54:40.10;-13:58:30.1;Crt;E
NGC3963;G;11:54:58.71;+58:29:37.1;UMa;Sbc
NGC3964;G;11:54:53.48;+28:15:44.7;Leo;S0-a
NGC3965;G;11:54:23.11;-10:52:00.7;Crt;S0-a
NGC3966;G;11:56:44.19;+32:01:18.4;UMa;S0-a
NGC3967;G;11:55:10.40;-07:50:37.6;Crt;E-S0
NGC3968;G;11:55:28.70;+11:58:06.1;Leo;Sbc
NGC3969;G;11:55:09.24;-18:55:38.7;Crt;S0-a
NGC3970;G;11:55:28.07;-12:03:40.6;Crt;S0
NGC3971;G;11:55:36.39;+29:59:45.3;UMa;S0
NGC3972;G;11:55:45.09;+55:19:14.7;UMa;SABb
NGC3973;G;11:55:37.00;+11:59:50.6;Leo;S0-a
NGC3974;G;11:55:40.14;-12:01:38.8;Crt;S0-a
NGC3975;G;11:55:53.69;+60:31:45.9;UMa;SABb
NGC3976;G;11:55:57.29;+06:44:58.0;Vir;Sb
NGC3977;G;11:56:07.20;+55:23:26.8;UMa;Sab
NGC3978;G;11:56:10.32;+60:31:21.1;UMa;SABb
NGC3979;G;11:56:01.05;-02:43:15.1;Vir;S0
NGC3980;Dup;11:56:07.20;+55:23:26.8;UMa;
NGC3981;G;11:56:07.45;-19:53:46.2;Crt;Sbc
NGC3982;G;11:56:28.13;+55:07:30.9;UMa;SABb
NGC3983;G;11:56:23.68;+23:52:04.6;Leo;S0-a
NGC3984;Dup;11:55:36.39;+29:59:45.3;UMa;
NGC3985;G;11:56:42.11;+48:20:02.2;UMa;Sm
NGC3986;Dup;11:56:44.19;+32:01:18.4;UMa;
NGC3987;G;11:57:20.92;+25:11:43.4;Leo;SBb
NGC3988;G;11:57:24.22;+27:52:39.1;Leo;E
NGC3989;G;11:57:26.69;+25:13:59.1;Leo;Sbc
NGC3990;G;11:57:35.56;+55:27:31.2;UMa;E-S0
NGC3991;GPair;11:57:31.08;+32:20:16.0;UMa;
NGC3991 NED01;G;11:57:30.38;+32:20:01.8;UMa;IB
NGC3991 NED02;G;11:57:31.73;+32:20:30.2;UMa;Sab
NGC3992;G;11:57:35.98;+53:22:28.3;UMa;Sbc
NGC3993;G;11:57:37.82;+25:14:26.2;Leo;Sb
NGC3994;G;11:57:36.87;+32:16:39.4;UMa;Sc
NGC3995;G;11:57:44.10;+32:17:38.6;UMa;SABm
NGC3996;G;11:57:46.06;+14:17:50.7;Leo;Sb
NGC3997;G;11:57:48.23;+25:16:14.3;Leo;SBb
NGC3998;G;11:57:56.13;+55:27:12.9;UMa;S0
NGC3999;G;11:57:56.49;+25:04:05.8;Leo;E
NGC4000;G;11:57:57.02;+25:08:40.1;Leo;SBbc
NGC4001;G;11:58:06.78;+47:20:05.5;UMa;Sbc
NGC4002;G;11:57:59.30;+23:12:07.4;Leo;Sa
NGC4003;G;11:57:59.04;+23:07:29.6;Leo;S0
NGC4004;G;11:58:05.23;+27:52:43.9;Leo;IB
NGC4004B;G;11:57:51.38;+27:52:07.2;Leo;E-S0
NGC4005;G;11:58:10.17;+25:07:20.1;Leo;S0-a
NGC4006;G;11:58:05.78;-02:07:12.3;Vir;E
NGC4007;Dup;11:58:10.17;+25:07:20.1;Leo;
NGC4008;G;11:58:17.04;+28:11:33.0;Leo;E
NGC4009;*;11:58:15.05;+25:11:23.1;Leo;
NGC4010;G;11:58:37.89;+47:15:41.4;UMa;SBcd
NGC4011;G;11:58:25.43;+25:05:51.5;Leo;Sc
NGC4012;G;11:58:27.53;+10:01:17.4;Vir;SABb
NGC4013;G;11:58:31.38;+43:56:47.7;UMa;SABb
NGC4014;G;11:58:35.81;+16:10:38.3;Com;S0-a
NGC4015;GPair;11:58:42.90;+25:02:25.0;Com;
NGC4015 NED01;G;11:58:42.60;+25:02:11.8;Com;E-S0
NGC4015 NED02;G;11:58:43.22;+25:02:37.8;Com;Sc
NGC4016;G;11:58:29.02;+27:31:43.6;Com;Sd
NGC4017;G;11:58:45.67;+27:27:08.8;Com;Sbc
NGC4018;G;11:58:40.70;+25:18:59.1;Com;Sab
NGC4019;G;12:01:10.42;+14:06:15.5;Com;Sbc
NGC4020;G;11:58:56.67;+30:24:42.8;UMa;Scd
NGC4021;G;11:59:02.59;+25:04:59.6;Com;E
NGC4022;G;11:59:01.01;+25:13:22.1;Com;S0
NGC4023;G;11:59:05.47;+24:59:20.3;Com;Sb
NGC4024;G;11:58:31.25;-18:20:48.6;Crv;E-S0
NGC4025;G;11:59:10.19;+37:47:36.3;UMa;SBc
NGC4026;G;11:59:25.19;+50:57:42.1;UMa;S0
NGC4027;G;11:59:30.17;-19:15:54.8;Crv;SBd
NGC4027A;G;11:59:29.39;-19:19:55.2;Crv;IB
NGC4028;Dup;11:58:35.81;+16:10:38.3;Com;
NGC4029;G;12:00:03.17;+08:10:54.2;Vir;SABb
NGC4030;G;12:00:23.63;-01:06:00.3;Vir;Sbc
NGC4031;G;12:00:31.35;+31:56:51.3;UMa;Sb
NGC4032;G;12:00:32.82;+20:04:26.2;Com;I
NGC4033;G;12:00:34.74;-17:50:33.4;Crv;E
NGC4034;G;12:01:29.66;+69:19:26.1;Dra;Sc
NGC4035;G;12:00:29.34;-15:56:53.1;Crv;SABb
NGC4036;G;12:01:26.75;+61:53:44.8;UMa;S0
NGC4037;G;12:01:23.67;+13:24:03.7;Com;Sb
NGC4038;G;12:01:53.01;-18:52:03.4;Crv;SBm
NGC4039;G;12:01:53.51;-18:53:10.3;Crv;SBm
NGC4040;G;12:02:05.44;+17:49:23.6;Com;E
NGC4041;G;12:02:12.20;+62:08:14.0;UMa;Sbc
NGC4042;G;12:02:46.78;+20:09:47.7;Com;E
NGC4043;G;12:02:22.96;+04:19:47.3;Vir;S0-a
NGC4044;G;12:02:29.51;-00:12:44.7;Vir;E
NGC4045;G;12:02:42.24;+01:58:36.5;Vir;Sa
NGC4045A;G;12:02:42.69;+01:57:08.0;Vir;S0
NGC4046;Dup;12:02:42.24;+01:58:36.5;Vir;
NGC4047;G;12:02:50.68;+48:38:10.3;UMa;Sb
NGC4048;G;12:02:50.19;+18:00:56.1;Com;S0
NGC4049;G;12:02:54.70;+18:45:09.0;Com;Sm
NGC4050;G;12:02:53.95;-16:22:25.0;Crv;Sab
NGC4051;G;12:03:09.61;+44:31:52.8;UMa;SABb
NGC4052;OCl;12:02:05.19;-63:13:24.5;Cru;
NGC4053;G;12:03:11.57;+19:43:43.8;Com;Sab
NGC4054;GTrpl;12:03:13.10;+57:53:40.0;UMa;
NGC4054 NED01;G;12:03:12.46;+57:53:36.4;UMa;Sbc
NGC4054 NED02;G;12:03:13.42;+57:53:53.0;UMa;Sc
NGC4054 NED03;G;12:03:13.83;+57:53:26.0;UMa;S0
NGC4055;G;12:04:01.48;+20:13:56.4;Com;E
NGC4056;G;12:03:57.77;+20:18:45.0;Com;E
NGC4057;G;12:04:06.17;+20:14:06.3;Com;E
NGC4058;G;12:03:49.06;+03:32:53.6;Vir;S0-a
NGC4059;Dup;12:04:11.30;+20:24:35.4;Com;
NGC4060;G;12:04:01.00;+20:20:14.7;Com;E
NGC4061;Dup;12:04:01.48;+20:13:56.4;Com;
